WKT,nama,deskripsi
"POLYGON ((106.8232752 -6.1717867, 106.8230821 -6.1797226, 106.8237687 -6.1803839, 106.8308927 -6.1801493, 106.830957 -6.1794453, 106.8303777 -6.1787839, 106.8306566 -6.1784426, 106.8298627 -6.177632, 106.8300344 -6.1744747, 106.8297769 -6.173408, 106.8290688 -6.173024, 106.829219 -6.171872, 106.8287898 -6.1715307, 106.8245412 -6.1714453, 106.8236829 -6.1714453, 106.8232752 -6.1717867))",Taman Monas,
