WKT,nama,deskripsi
"POLYGON ((106.7704057 -6.3562774, 106.7621659 -6.3569599, 106.7580461 -6.3610544, 106.7470597 -6.360372, 106.7353868 -6.3596896, 106.7244004 -6.3600308, 106.7254304 -6.3699258, 106.7264604 -6.3815265, 106.7319535 -6.3880092, 106.7274903 -6.4026802, 106.7353868 -6.4132567, 106.7422532 -6.4204213, 106.749463 -6.4316798, 106.7549562 -6.4419146, 106.7741822 -6.4463496, 106.7889451 -6.4436203, 106.8002748 -6.4419146, 106.8146943 -6.4422557, 106.836667 -6.4381618, 106.8651628 -6.4354326, 106.8885087 -6.4296328, 106.9036149 -6.4204213, 106.9084214 -6.4047273, 106.9036149 -6.3890328, 106.9008683 -6.3740202, 106.8935985 -6.3700234, 106.8891954 -6.3685609, 106.8812389 -6.3679762, 106.8727159 -6.3668549, 106.8631028 -6.362078, 106.8545198 -6.3562774, 106.8510865 -6.3480883, 106.8455934 -6.3439937, 106.8397569 -6.3453585, 106.8390702 -6.3535477, 106.8318605 -6.3576423, 106.8201875 -6.3576423, 106.8150376 -6.3576423, 106.8098277 -6.3625169, 106.8050813 -6.3634429, 106.7982148 -6.3658313, 106.7933483 -6.3652465, 106.7892884 -6.3573011, 106.7916917 -6.3470646, 106.7958116 -6.339899, 106.7964982 -6.3317096, 106.8030213 -6.3224963, 106.804738 -6.3173778, 106.7967815 -6.315428, 106.7855119 -6.3166953, 106.7796153 -6.315428, 106.7783021 -6.32352, 106.7783021 -6.3289797, 106.7762422 -6.3330745, 106.7728089 -6.3388753, 106.7721223 -6.3422876, 106.7748689 -6.3443349, 106.7724656 -6.3477471, 106.7704057 -6.3518417, 106.7704057 -6.3562774))",Depok,
