WKT,nama,deskripsi
"POLYGON ((106.8830777 -6.2992524, 106.8838501 -6.3019397, 106.8845797 -6.3027928, 106.8875838 -6.3047123, 106.8898583 -6.3051815, 106.8923903 -6.3057361, 106.895094 -6.3063759, 106.8963385 -6.3062053, 106.8958235 -6.3067598, 106.8970251 -6.3071864, 106.8974114 -6.3064186, 106.8985272 -6.3071011, 106.8992997 -6.3069304, 106.8999434 -6.3058214, 106.900673 -6.3056508, 106.9022179 -6.3056508, 106.9019175 -6.3068451, 106.9013167 -6.3079968, 106.9007159 -6.3088073, 106.9015742 -6.3091912, 106.9020462 -6.3106841, 106.9028616 -6.311196, 106.9041062 -6.3106841, 106.9041491 -6.3097457, 106.9047499 -6.3094471, 106.9050074 -6.3086366, 106.9042349 -6.3076129, 106.9048787 -6.3077409, 106.9051361 -6.3071864, 106.9058657 -6.3044991, 106.9060374 -6.299423, 106.904192 -6.299423, 106.9030333 -6.2995083, 106.9016171 -6.2991244, 106.9002438 -6.2990391, 106.8981409 -6.2992097, 106.8962098 -6.2987405, 106.8949223 -6.2986552, 106.8938065 -6.2989111, 106.8936348 -6.2997216, 106.8926049 -6.2998922, 106.8920041 -6.2988258, 106.8908883 -6.2985272, 106.8908883 -6.2992097, 106.8886137 -6.2993803, 106.8867684 -6.2993803, 106.8830777 -6.2992524))",Taman Mini Indonesia Indah,
