WKT,nama,deskripsi
"POLYGON ((110.4421374 -7.5402374, 110.4036853 -7.5729102, 110.3679797 -7.6096641, 110.3144214 -7.6423315, 110.2718494 -7.7035763, 110.260863 -7.6831624, 110.2663562 -7.6450537, 110.2485034 -7.6409704, 110.2361438 -7.6545812, 110.1880786 -7.6477759, 110.1455066 -7.6477759, 110.1180408 -7.6668305, 110.1358936 -7.6913281, 110.1304004 -7.7185459, 110.1207874 -7.7525658, 110.109801 -7.7756977, 110.0850818 -7.7906647, 110.0795886 -7.8097129, 110.057616 -7.812434, 110.057616 -7.8437254, 110.0397632 -7.8627711, 110.0397632 -7.877735, 110.0205371 -7.8940587, 110.175719 -7.9620669, 110.2031848 -7.9838272, 110.3405139 -8.0259844, 110.3762195 -8.0708566, 110.4311511 -8.0871725, 110.5217883 -8.1279595, 110.5849597 -8.1401948, 110.6920764 -8.1864136, 110.7113025 -8.183695, 110.7030627 -8.2027248, 110.7387683 -8.1945693, 110.7579944 -8.2000063, 110.7882068 -8.1972878, 110.8280322 -8.204084, 110.8335254 -8.1741797, 110.8184192 -8.1578673, 110.8184192 -8.1374759, 110.7936999 -8.1619455, 110.7827136 -8.132038, 110.7909534 -8.1075665, 110.7772205 -8.073576, 110.7579944 -8.0314237, 110.7593677 -7.9933469, 110.7717273 -7.9103817, 110.7895801 -7.8491671, 110.7827136 -7.8137945, 110.7648608 -7.8029101, 110.7593677 -7.8260392, 110.7167957 -7.7865829, 110.7099292 -7.8001889, 110.6893298 -7.8083523, 110.6728503 -7.7974677, 110.6728503 -7.7797797, 110.652251 -7.8042707, 110.6398914 -7.7933859, 110.6206653 -7.8029101, 110.6014392 -7.7947465, 110.5904529 -7.8083523, 110.57672 -7.7906647, 110.5547473 -7.7811403, 110.5410144 -7.7974677, 110.4984424 -7.7661729, 110.46823 -7.61647, 110.4421374 -7.5402374))",DIY Yogyakarta,
